X GeneID	geneSymbol	chr	strand	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	AS_type	comp	transcript_type	gene_type	Note	Name	Ontology_term	gene_name
gene:Solyc12g044220.3_62104076_62104318_62104076_62104145_62104256_62104318	gene:Solyc12g044220.3	NA	chr12	-	5,2	2,3	5,3	0,0	148	74	1.89536242645e-06	8.20756861502696e-05	0.556,0.25	1.0,1.0	-0.597	RI	HS1.vs.HS0	protein_coding	protein_coding	Phox-associated domain" "Sorting nexin (AHRD V3.3 *** A0A2U1L9W5_ARTAN)	Solyc12g044220.3.1	NA	NA
gene:Solyc12g044220.3_62104256_62104737_62104256_62104324_62104592_62104737	gene:Solyc12g044220.3	NA	chr12	-	0,5	2,3	2,3	0,0	148	74	4.08294738796e-07	2.22093931174996e-05	0.0,0.455	1.0,1.0	-0.772	RI	HS1.vs.HS0	protein_coding	protein_coding	Phox-associated domain" "Sorting nexin (AHRD V3.3 *** A0A2U1L9W5_ARTAN)	Solyc12g044220.3.1	NA	NA
gene:Solyc02g067420.3_37198504_37199644_37198504_37198900_37199434_37199644	gene:Solyc02g067420.3	NA	chr2	-	31,34	5,6	15,23	0,0	148	74	1.67597500215e-05	0.000506129197179428	0.756,0.739	1.0,1.0	-0.252	RI	HS1.vs.HS0	protein_coding	protein_coding	Ubiquitin-conjugating enzyme (AHRD V3.3 *** Q5ZFS2_PLAMJ)	Solyc02g067420.3.1	NA	NA
gene:Solyc06g060290.4_40885397_40886173_40885397_40885771_40885978_40886173	gene:Solyc06g060290.4	NA	chr6	-	38,24	13,7	13,14	17,23	148	74	1.32973385132e-05	0.000421717862404891	0.594,0.632	0.277,0.233	0.358	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc07g014700.4_5223694_5224008_5223694_5223772_5223927_5224008	gene:Solyc07g014700.4	NA	chr7	-	9,4	11,13	2,1	0,0	148	74	1.4650282634e-05	0.000455910612566858	0.29,0.133	1.0,1.0	-0.788	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g057210.3_54781188_54781641_54781188_54781398_54781495_54781641	gene:Solyc01g057210.3	NA	chr1	+	22,20	49,41	31,29	224,243	148	74	1.05328641931e-06	5.01965673260035e-05	0.183,0.196	0.065,0.056	0.129	RI	HS1.vs.HS0	protein_coding	protein_coding	Mitochondrial pyruvate dehydrogenase kinase (AHRD V3.3 *** E5GC37_CUCME)	Solyc01g057210.3.1	NA	NA
gene:Solyc10g084760.3_64964132_64964630_64964132_64964236_64964572_64964630	gene:Solyc10g084760.3	NA	chr10	-	62,42	41,40	4,2	0,0	148	74	1.00420826191e-05	0.000336465390257252	0.431,0.344	1.0,1.0	-0.613	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc10g084760.3_64967290_64967688_64967290_64967368_64967606_64967688	gene:Solyc10g084760.3	NA	chr10	-	27,17	54,49	5,6	1,0	148	74	1.2009030822e-06	5.63215058604223e-05	0.2,0.148	0.714,1.0	-0.683	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g086330.4_48722374_48722734_48722374_48722457_48722626_48722734	gene:Solyc02g086330.4	NA	chr2	-	0,0	4,5	2,1	0,1	148	74	0.000555870683982	0.00859381904851613	0.0,0.0	1.0,0.333	-0.666	RI	HS1.vs.HS0	protein_coding	protein_coding	HEAT repeat-containing protein-like (AHRD V3.3 *** Q5QMW8_ORYSJ)	Solyc02g086330.4.1	NA	NA
gene:Solyc02g078460.3_42722315_42724340_42722315_42722443_42724105_42724340	gene:Solyc02g078460.3	NA	chr2	-	7,7	7,2	4,1	0,0	148	74	6.87880582384e-07	3.53187428614764e-05	0.333,0.636	1.0,1.0	-0.515	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g078460.3_42723909_42724340_42723909_42723963_42724105_42724340	gene:Solyc02g078460.3	NA	chr2	-	7,7	3,2	4,1	0,0	148	74	6.40734104466e-05	0.00149720834533891	0.538,0.636	1.0,1.0	-0.413	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g078640.3_42884830_42885071_42884830_42884877_42884975_42885071	gene:Solyc02g078640.3	NA	chr2	-	2,2	1,3	6,3	0,0	148	74	1.62702272625e-05	0.000493592208780643	0.5,0.25	1.0,1.0	-0.625	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g119280.3_63952428_63952912_63952428_63952546_63952780_63952912	gene:Solyc03g119280.3	NA	chr3	-	11,7	6,5	10,11	0,0	148	74	1.83008508792e-07	1.11774264822806e-05	0.478,0.412	1.0,1.0	-0.555	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g091170.3_79007387_79007791_79007387_79007603_79007680_79007791	gene:Solyc01g091170.3	NA	chr1	+	166,115	4674,3525	212,353	675,1201	148	74	0	0	0.017,0.016	0.136,0.128	-0.116	RI	HS1.vs.HS0	protein_coding	protein_coding	ARGINASE 2	Solyc01g091170.3.1	GO:0046872	NA
gene:Solyc01g100810.3_84935618_84935927_84935618_84935708_84935878_84935927	gene:Solyc01g100810.3	NA	chr1	-	14,12	5,3	26,15	0,0	148	74	2.11637148517e-06	9.017509000616e-05	0.583,0.667	1.0,1.0	-0.375	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g080780.3_44509177_44509642_44509177_44509350_44509532_44509642	gene:Solyc02g080780.3	NA	chr2	-	35,20	12,10	58,47	0,0	148	74	3.41193739928e-12	7.36340473690143e-10	0.593,0.5	1.0,1.0	-0.454	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g081500.3_45027498_45027652_45027498_45027529_45027616_45027652	gene:Solyc02g081500.3	NA	chr2	+	376,305	102,92	23,24	26,15	148	74	0.000100148393949	0.00214390251401307	0.648,0.624	0.307,0.444	0.261	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g091510.3_52514467_52515227_52514467_52514698_52514960_52515227	gene:Solyc02g091510.3	NA	chr2	-	7,17	5,2	3,5	0,0	148	74	2.16896936198e-05	0.000623784308924801	0.412,0.81	1.0,1.0	-0.389	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g082440.2_45747974_45748446_45747974_45748216_45748340_45748446	gene:Solyc02g082440.2	NA	chr2	-	3,2	0,0	2,0	2,1	148	74	6.13030592596e-05	0.00144263271989901	1.0,1.0	0.333,0.0	0.834	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g082550.3_45839805_45840959_45839805_45839928_45840170_45840959	gene:Solyc02g082550.3	NA	chr2	+	14,18	1,6	1,1	0,0	148	74	8.79901088192e-05	0.00192714310115979	0.875,0.6	1.0,1.0	-0.262	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:TomatoPan020540_45891824_45892308_45891824_45891954_45892161_45892308	gene:TomatoPan020540	NA	chr2	+	7,9	17,9	19,10	1,0	148	74	5.51548917649e-10	7.35721910502146e-08	0.171,0.333	0.905,1.0	-0.701	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:TomatoPan020540_45891824_45892308_45891824_45891954_45892196_45892308	gene:TomatoPan020540	NA	chr2	+	18,16	9,6	21,13	0,1	148	74	4.33860111693e-06	0.00016642798648686	0.5,0.571	1.0,0.867	-0.398	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:TomatoPan020540_45894984_45895411_45894984_45895080_45895336_45895411	gene:TomatoPan020540	NA	chr2	+	12,11	10,8	10,7	0,1	148	74	1.36154390227e-05	0.000429711283417713	0.375,0.407	1.0,0.778	-0.498	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g082660.3_45919766_45920223_45919766_45919990_45920093_45920223	gene:Solyc02g082660.3	NA	chr2	+	2,0	3,12	3,2	1,0	148	74	1.22612965712e-05	0.00039643863274361	0.25,0.0	0.6,1.0	-0.675	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g082660.3_45929387_45929780_45929387_45929422_45929673_45929780	gene:Solyc02g082660.3	NA	chr2	+	13,16	2,5	6,4	0,0	148	74	2.99938903802e-05	0.00081160837935006	0.765,0.615	1.0,1.0	-0.31	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g082660.3_45929936_45930373_45929936_45929985_45930112_45930373	gene:Solyc02g082660.3	NA	chr2	+	6,7	6,2	6,7	0,0	148	74	3.93583016955e-07	2.16307684991107e-05	0.333,0.636	1.0,1.0	-0.515	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g083540.3_46519149_46519939_46519149_46519566_46519836_46519939	gene:Solyc02g083540.3	NA	chr2	-	61,63	6,3	124,99	0,0	148	74	4.39841824315e-05	0.00110774205184456	0.836,0.913	1.0,1.0	-0.125	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g083990.3_46839087_46840711_46839087_46839323_46840283_46840711	gene:Solyc02g083990.3	NA	chr2	+	10,5	4,3	3,2	0,0	148	74	4.57262934817e-06	0.000173153275388263	0.556,0.455	1.0,1.0	-0.494	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g084130.4_46938769_46939047_46938769_46938824_46938965_46939047	gene:Solyc02g084130.4	NA	chr2	-	11,7	4,0	0,1	1,1	148	74	0.000503235484423	0.00796089745769281	0.579,1.0	0.0,0.333	0.623	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g085130.4_47812611_47813032_47812611_47812699_47812920_47813032	gene:Solyc02g085130.4	NA	chr2	+	5,6	32,17	0,0	16,18	148	74	0.000208797269686	0.00390318558015132	0.072,0.15	0.0,0.0	0.111	RI	HS1.vs.HS0	protein_coding	protein_coding	Tubby-like F-box protein (AHRD V3.3 *** A0A2G3D7T8_CAPCH)	Solyc02g085130.4.1	NA	NA
gene:Solyc05g007500.4_2075908_2076396_2075908_2076186_2076262_2076396	gene:Solyc05g007500.4	NA	chr5	+	3,3	5,5	2,5	0,0	148	74	8.31519832989e-08	5.65966511966487e-06	0.231,0.231	1.0,1.0	-0.769	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g085570.4_48103807_48104212_48103807_48103897_48104138_48104212	gene:Solyc02g085570.4	NA	chr2	+	8,10	46,42	24,16	31,28	148	74	0.000252887526913	0.00459158645821175	0.08,0.106	0.279,0.222	-0.158	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g085570.4_48104129_48104480_48104129_48104212_48104420_48104480	gene:Solyc02g085570.4	NA	chr2	+	8,9	15,19	5,4	0,1	148	74	1.93208667497e-05	0.000567965014253363	0.211,0.191	1.0,0.667	-0.633	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc10g050060.2_47768313_47768795_47768313_47768394_47768476_47768795	gene:Solyc10g050060.2	NA	chr10	-	425,435	791,975	84,91	461,558	148	74	4.10782519111e-15	1.28284964350606e-12	0.212,0.182	0.083,0.075	0.118	RI	HS1.vs.HS0	protein_coding	protein_coding	C2 domain-containing protein (AHRD V3.3 *** B1Q483_CAPCH)	Solyc10g050060.2.1	NA	NA
gene:Solyc02g085840.2_48327664_48328056_48327664_48327910_48327990_48328056	gene:Solyc02g085840.2	NA	chr2	-	34,19	3,7	25,36	0,0	148	74	7.8903605899e-06	0.000274508023406154	0.85,0.576	1.0,1.0	-0.287	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g086080.4_48573355_48573729_48573355_48573400_48573562_48573729	gene:Solyc02g086080.4	NA	chr2	+	4,3	2,1	0,0	1,2	148	74	1.05757004201e-05	0.000350039859914656	0.5,0.6	0.0,0.0	0.55	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g086440.4_48818207_48818691_48818207_48818339_48818491_48818691	gene:Solyc02g086440.4	NA	chr2	+	14,24	31,43	50,50	15,19	148	74	6.27996765701e-10	8.29361897787714e-08	0.184,0.218	0.625,0.568	-0.396	RI	HS1.vs.HS0	protein_coding	protein_coding	F-box/LRR-repeat protein 3 (AHRD V3.3 *-* A0A2I4HUQ7_9ROSI)	Solyc02g086440.4.1	NA	NA
gene:Solyc02g086790.4_49113951_49114406_49113951_49114017_49114144_49114406	gene:Solyc02g086790.4	NA	chr2	-	5,3	0,1	0,2	2,1	148	74	0.000107550751113	0.00226942344061573	1.0,0.6	0.0,0.5	0.55	RI	HS1.vs.HS0	protein_coding	protein_coding	Protein kinase (AHRD V3.3 *** A7L4B0_CARPA)	Solyc02g086790.4.1	NA	NA
gene:Solyc03g111000.3_57687052_57687426_57687052_57687158_57687340_57687426	gene:Solyc03g111000.3	NA	chr3	+	8,7	2,2	44,48	0,0	148	74	0.000546397125618	0.00848655049008232	0.667,0.636	1.0,1.0	-0.349	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g111000.3_57687368_57687847_57687368_57687666_57687784_57687847	gene:Solyc03g111000.3	NA	chr3	+	21,13	43,23	18,16	157,146	148	74	5.65842347089e-07	2.98021529830903e-05	0.196,0.22	0.054,0.052	0.155	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g087310.3_49470812_49471238_49470812_49470874_49471168_49471238	gene:Solyc02g087310.3	NA	chr2	+	12,9	11,4	5,4	0,0	148	74	1.94349752602e-06	8.36144924282024e-05	0.353,0.529	1.0,1.0	-0.559	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g087480.4_49647468_49647807_49647468_49647525_49647670_49647807	gene:Solyc02g087480.4	NA	chr2	+	13,9	26,21	23,20	12,8	148	74	2.99614442009e-05	0.000811557690115194	0.2,0.176	0.489,0.556	-0.334	RI	HS1.vs.HS0	protein_coding	protein_coding	Protein ENHANCED DISEASE RESISTANCE 2 (AHRD V3.3 *** A0A1J3E5Z2_NOCCA)	Solyc02g087480.4.1	NA	NA
gene:Solyc02g087550.3_49691371_49691853_49691371_49691512_49691737_49691853	gene:Solyc02g087550.3	NA	chr2	-	9,14	6,3	5,5	0,0	148	74	3.03918016409e-06	0.000122980240024038	0.429,0.7	1.0,1.0	-0.435	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g083420.4_49336001_49336434_49336001_49336281_49336353_49336434	gene:Solyc03g083420.4	NA	chr3	+	28,10	44,32	9,4	60,38	146	74	0.000214213742558	0.00398974745569014	0.244,0.137	0.071,0.051	0.13	RI	HS1.vs.HS0	protein_coding	protein_coding	OBP3-responsive protein 1 (AHRD V3.3 *** AT5G53450.1)	Solyc03g083420.4.1	NA	NA
gene:Solyc02g088230.3_50120019_50120445_50120019_50120159_50120258_50120445	gene:Solyc02g088230.3	NA	chr2	-	19,10	4,4	3,7	0,0	148	74	1.25621899022e-05	0.0004037086331161	0.704,0.556	1.0,1.0	-0.37	RI	HS1.vs.HS0	protein_coding	protein_coding	Phosphate transporter PHO1-like protein 9 (AHRD V3.3 *** A0A2G2V9D0_CAPBA)	Solyc02g088230.3.1	NA	NA
gene:Solyc01g094340.3_80037746_80038128_80037746_80037991_80038059_80038128	gene:Solyc01g094340.3	NA	chr1	+	7,10	20,34	4,1	57,55	142	74	3.76574964402e-05	0.00097144630029651	0.154,0.133	0.035,0.009	0.122	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g117370.3_62574593_62575079_62574593_62574663_62574896_62575079	gene:Solyc03g117370.3	NA	chr3	+	2,3	6,5	2,5	0,1	148	74	6.84326206016e-05	0.00156463730738111	0.143,0.231	1.0,0.714	-0.67	RI	HS1.vs.HS0	protein_coding	protein_coding	TOPLESS (AHRD V3.3 *-* K4BLN8_SOLLC)	Solyc03g117370.3.1	NA	NA
gene:Solyc01g097500.4_82504427_82504642_82504427_82504498_82504592_82504642	gene:Solyc01g097500.4	NA	chr1	-	4,2	4,2	1,7	0,0	148	74	7.87346845388e-07	3.8992764945568e-05	0.333,0.333	1.0,1.0	-0.667	RI	HS1.vs.HS0	protein_coding	protein_coding	LSTK-1-like kinase	Solyc01g097500.4.1	NA	NA
gene:Solyc02g088590.4_50374524_50374900_50374524_50374692_50374776_50374900	gene:Solyc02g088590.4	NA	chr2	+	5,8	0,0	3,3	9,6	148	74	7.90282950192e-10	1.00373497190654e-07	1.0,1.0	0.143,0.2	0.829	RI	HS1.vs.HS0	protein_coding	protein_coding	EID1-like F-box protein 1 (AHRD V3.3 *** A0A1U8FRH3_CAPAN)	Solyc02g088590.4.1	NA	NA
gene:Solyc06g009650.3_3863022_3863451_3863022_3863139_3863317_3863451	gene:Solyc06g009650.3	NA	chr6	+	2,11	6,3	3,1	0,0	148	74	7.29886774353e-07	3.69044655718103e-05	0.143,0.647	1.0,1.0	-0.605	RI	HS1.vs.HS0	protein_coding	protein_coding	Vacuolar protein sorting-associated protein 51-like protein (AHRD V3.3 *** A0A2S1CER7_PRUYE)	Solyc06g009650.3.1	NA	NA
gene:Solyc03g114580.4_60543875_60544251_60543875_60543999_60544101_60544251	gene:Solyc03g114580.4	NA	chr3	-	26,35	3,6	9,9	0,0	148	74	0.000139869846799	0.00279581708078272	0.812,0.745	1.0,1.0	-0.222	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g088820.4_50512934_50513153_50512934_50513040_50513115_50513153	gene:Solyc02g088820.4	NA	chr2	-	38,28	121,90	15,23	301,450	148	74	1.31006316906e-14	3.90737380030311e-12	0.136,0.135	0.024,0.025	0.111	RI	HS1.vs.HS0	protein_coding	protein_coding	Carboxypeptidase (AHRD V3.3 *** A0A2G3ABI4_CAPAN)	Solyc02g088820.4.1	GO:0004185" "GO:0006508	NA
gene:Solyc02g088820.4_50513115_50513399_50513115_50513211_50513280_50513399	gene:Solyc02g088820.4	NA	chr2	-	44,31	78,69	19,32	239,312	143	74	3.64153152077e-14	1.01752057072463e-11	0.226,0.189	0.04,0.05	0.163	RI	HS1.vs.HS0	protein_coding	protein_coding	Carboxypeptidase (AHRD V3.3 *** A0A2G3ABI4_CAPAN)	Solyc02g088820.4.1	GO:0004185" "GO:0006508	NA
gene:Solyc02g088940.3_50596492_50596808_50596492_50596554_50596706_50596808	gene:Solyc02g088940.3	NA	chr2	+	4,9	24,20	24,10	18,9	148	74	0.000277166556004	0.00492792111796797	0.077,0.184	0.4,0.357	-0.248	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g088940.3_50598268_50598573_50598268_50598404_50598522_50598573	gene:Solyc02g088940.3	NA	chr2	+	13,12	2,4	11,4	0,0	148	74	4.50567313538e-05	0.00113153352297694	0.765,0.6	1.0,1.0	-0.318	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g150146.1_50657314_50657514_50657314_50657344_50657447_50657514	gene:Solyc02g150146.1	NA	chr2	+	43,25	15,5	66,42	0,0	148	74	3.60530716392e-10	5.11780099819553e-08	0.589,0.714	1.0,1.0	-0.349	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g090460.2_51733776_51734175_51733776_51733968_51734050_51734175	gene:Solyc02g090460.2	NA	chr2	+	75,52	110,77	47,32	174,126	148	74	1.26620488861e-06	5.8454623944613e-05	0.254,0.252	0.119,0.113	0.137	RI	HS1.vs.HS0	protein_coding	protein_coding	Unknown protein	Solyc02g090460.2.1	NA	NA
gene:Solyc06g084590.4_52231090_52231486_52231090_52231157_52231257_52231486	gene:Solyc06g084590.4	NA	chr6	+	11,12	101,114	35,38	42,48	148	74	3.10862446895e-14	8.87295016433094e-12	0.052,0.05	0.294,0.284	-0.238	RI	HS1.vs.HS0	protein_coding	protein_coding	Heparan-alpha-glucosaminide N-acetyltransferase-like protein (DUF1624) (AHRD V3.3 *** B3H4C1_ARATH)	Solyc06g084590.4.1	NA	NA
gene:Solyc06g084590.4_52231257_52231486_52231257_52231336_52231430_52231486	gene:Solyc06g084590.4	NA	chr6	+	15,23	156,147	61,44	61,54	148	74	0	0	0.046,0.073	0.333,0.289	-0.252	RI	HS1.vs.HS0	protein_coding	protein_coding	Heparan-alpha-glucosaminide N-acetyltransferase-like protein (DUF1624) (AHRD V3.3 *** B3H4C1_ARATH)	Solyc06g084590.4.1	NA	NA
gene:Solyc02g090910.3_52119381_52119603_52119381_52119426_52119548_52119603	gene:Solyc02g090910.3	NA	chr2	-	7,3	5,1	2,1	0,0	148	74	1.69436655062e-06	7.49616001436798e-05	0.412,0.6	1.0,1.0	-0.494	RI	HS1.vs.HS0	protein_coding	protein_coding	RNA-binding (RRM/RBD/RNP motifs) family protein (AHRD V3.3 *** A0A2U1NV59_ARTAN)	Solyc02g090910.3.1	NA	NA
gene:Solyc04g077920.3_62567084_62567454_62567084_62567277_62567367_62567454	gene:Solyc04g077920.3	NA	chr4	+	274,220	152,132	351,343	472,475	148	74	1.1654421872e-10	1.87494926419539e-08	0.474,0.455	0.271,0.265	0.197	RI	HS1.vs.HS0	protein_coding	protein_coding	Interferon-related developmental regulator family protein / IFRD protein family (AHRD V3.3 *** A0A2U1KUG8_ARTAN)	Solyc04g077920.3.1	NA	NA
gene:Solyc11g072340.2_58796651_58797100_58796651_58796793_58796987_58797100	gene:Solyc11g072340.2	NA	chr11	+	52,45	66,62	73,72	17,23	148	74	3.76217945686e-11	6.7024868243187e-09	0.283,0.266	0.682,0.61	-0.372	RI	HS1.vs.HS0	protein_coding	protein_coding	Serine/arginine-rich-splicing factor RS40 (AHRD V3.3 *** A0A0N0RI43_NICAT)	Solyc11g072340.2.1	NA	NA
gene:Solyc02g092000.3_52948943_52949468_52948943_52949034_52949243_52949468	gene:Solyc02g092000.3	NA	chr2	-	46,46	3,5	16,27	0,0	148	74	0.00044236827189	0.00720851183383674	0.885,0.821	1.0,1.0	-0.147	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g025890.2_3256785_3257230_3256785_3256942_3257035_3257230	gene:Solyc03g025890.2	NA	chr3	+	1,0	1,1	2,2	0,0	148	74	0.000271237360505	0.00484848197616513	0.333,0.0	1.0,1.0	-0.834	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g093030.3_53702847_53703493_53702847_53702906_53702996_53703493	gene:Solyc02g093030.3	NA	chr2	-	3,3	0,0	3,1	2,1	148	74	0.000413292585782	0.00683116543560597	1.0,1.0	0.429,0.333	0.619	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g093120.4_53772426_53772771_53772426_53772475_53772658_53772771	gene:Solyc02g093120.4	NA	chr2	+	9,8	9,9	5,6	0,0	148	74	1.77369754439e-07	1.09494886781006e-05	0.333,0.308	1.0,1.0	-0.679	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g093860.3_54301896_54302303_54301896_54302155_54302234_54302303	gene:Solyc02g093860.3	NA	chr2	+	154,172	343,350	26,26	185,168	148	74	1.01427310994e-10	1.66196788292329e-08	0.183,0.197	0.066,0.072	0.121	RI	HS1.vs.HS0	protein_coding	protein_coding	Lysine histidine transporter-like 1 (AHRD V3.3 *** A0A1U8FZ64_CAPAN)	Solyc02g093860.3.1	NA	NA
gene:Solyc02g093880.3_54319621_54319965_54319621_54319755_54319880_54319965	gene:Solyc02g093880.3	NA	chr2	-	1250,1230	50,26	207,290	34,48	148	74	0	0	0.926,0.959	0.753,0.751	0.191	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr3_NPC00244_40561_40936_40561_40619_40824_40936	Solyc_chr3_NPC00244	NA	chr3	-	0,1	2,1	2,1	0,0	148	74	1.23509964312e-06	5.75188070642463e-05	0.0,0.333	1.0,1.0	-0.834	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g092640.4_53389669_53390080_53389669_53389850_53389989_53390080	gene:Solyc02g092640.4	NA	chr2	+	10,6	3,5	5,7	0,0	148	74	6.16259952624e-07	3.22020087448899e-05	0.625,0.375	1.0,1.0	-0.5	RI	HS1.vs.HS0	protein_coding	protein_coding	Protein kinase domain (AHRD V3.3 *** A0A200R2Z4_9MAGN)	Solyc02g092640.4.1	GO:0004672" "GO:0005524" "GO:0006468	NA
gene:Solyc05g017980.3_20464380_20464810_20464380_20464466_20464759_20464810	gene:Solyc05g017980.3	NA	chr5	+	3,2	2,1	2,1	0,0	148	74	0.000502054915911	0.00795169913058323	0.429,0.5	1.0,1.0	-0.535	RI	HS1.vs.HS0	protein_coding	protein_coding	Microtubule-associated protein 70 (AHRD V3.3 *** A0A200QNX4_9MAGN)	Solyc05g017980.3.1	GO:0007010" "GO:0008017	NA
gene:Solyc12g006520.2_1040752_1041015_1040752_1040860_1040968_1041015	gene:Solyc12g006520.2	NA	chr12	+	1,7	3,7	5,6	1,0	148	74	4.69617410171e-05	0.00117051588290978	0.143,0.333	0.714,1.0	-0.619	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g006520.2_1040752_1041250_1040752_1041015_1041106_1041250	gene:Solyc12g006520.2	NA	chr12	+	8,12	26,26	6,8	103,68	148	74	0.00011573629507	0.00239829816755125	0.133,0.188	0.028,0.056	0.118	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc05g052630.4_65481354_65483131_65481354_65481693_65483015_65483131	gene:Solyc05g052630.4	NA	chr5	-	57,53	1,1	36,27	5,5	148	74	0.000232570308197	0.00427829440823934	0.966,0.964	0.783,0.73	0.209	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g006610.3_1217085_1217570_1217085_1217411_1217511_1217570	gene:Solyc03g006610.3	NA	chr3	+	53,59	6,12	45,33	2,0	148	74	0.000233171606873	0.00428341889580885	0.815,0.711	0.918,1.0	-0.196	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g006610.3_1217085_1217570_1217085_1217432_1217511_1217570	gene:Solyc03g006610.3	NA	chr3	+	22,27	111,82	5,0	83,110	148	74	5.45708256361e-10	7.34988915913828e-08	0.09,0.141	0.029,0.0	0.101	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g058010.3_59927939_59928367_59927939_59928105_59928209_59928367	gene:Solyc01g058010.3	NA	chr1	+	49,50	19,20	16,9	24,21	148	74	1.15663128664e-06	5.45342406818096e-05	0.563,0.556	0.25,0.176	0.347	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g098330.2_56767777_56768269_56767777_56768052_56768151_56768269	gene:Solyc03g098330.2	NA	chr3	+	5,3	2,6	2,2	0,0	148	74	7.91552594581e-08	5.42939628505236e-06	0.556,0.2	1.0,1.0	-0.622	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
